Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PATHIPALLY,4,COTTAGES,1,1,23,1.66
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,BAYYARAM,4,COTTAGES,9,7,419,21.88
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,BHIMAVARAM,4,COTTAGES,1,1,0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,BHUPATHIRAOPET,4,COTTAGES,6,6,447,14.98
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,VENGANNA PALEM-JP,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,4,COTTAGES,9,8,570,32.67
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,DAMMAPETA,PATWARIGUDEM,4,COTTAGES,10,10,333,28.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA RURAL,SOMULAGUDEM,4,COTTAGES,1,1,226,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA RURAL,SURARAM,4,COTTAGES,1,1,16,2.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,YAMANPALLY,4,COTTAGES,1,1,4,3.0
BHUPALAPALLY,MULUGU,MULUG,PASARA,BUSSAPOOR,4,COTTAGES,1,1,7,3.0
BHUPALAPALLY,MULUGU,MULUG,PASARA,DUMPALLIGUDEM,4,COTTAGES,2,2,5,6.0
BHUPALAPALLY,MULUGU,MULUG,PASARA,GOVINDARAOPET,4,COTTAGES,4,3,228,15.8
ADILABAD,ADILABAD,ADILABAD RURAL,BHEEMPUR,NIPPANI,4,COTTAGES,2,0,0,6.0
ADILABAD,ADILABAD,ADILABAD RURAL,BHEEMPUR,PIPPALKHOTI,4,COTTAGES,1,0,0,3.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,MANIKYAPUR,4,COTTAGES,3,3,75,15.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,KOYA GUDEM,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,JANAMPET,4,COTTAGES,5,5,370,11.26
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,BETHAMPUDI-KR,4,COTTAGES,1,1,59,2.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,ALLA PALLY-GUN,4,COTTAGES,1,1,46,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,DAMMAPETA,SUDAPALLY,4,COTTAGES,1,1,96,4.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN,PALONCHA,4,COTTAGES,22,19,2475,50.93
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN,PETACHERUVU,4,COTTAGES,1,1,84,8.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,ISSIPET,4,COTTAGES,2,2,219,11.5
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,METPALLI,4,COTTAGES,1,1,34,2.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,MOGULLAPALLI,4,COTTAGES,2,1,0,7.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,MOTLAPALLI,4,COTTAGES,1,1,74,1.88
BHUPALAPALLY,BHUPALAPALLY,KATARAM,PALIMELA,PANKENA,4,COTTAGES,4,4,17,7.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,PALIMELA,SARVAIPETA,4,COTTAGES,3,3,3,12.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,AKULAVARIGHANPUR,4,COTTAGES,1,1,40,4.0
BHUPALAPALLY,MULUGU,MULUG,PASARA,PASRA,4,COTTAGES,6,5,142,7.88
ADILABAD,ADILABAD,ADILABAD RURAL,TAMSI,GHOTKURI,4,COTTAGES,2,0,0,6.0
ADILABAD,ADILABAD,ADILABAD RURAL,TAMSI,KHAPPARLA,4,COTTAGES,1,0,0,3.0
ADILABAD,ADILABAD,ADILABAD RURAL,TAMSI,PONNARI,4,COTTAGES,1,0,0,3.0
ADILABAD,ADILABAD,JAINATH,JAINATH,ADA,4,COTTAGES,1,0,0,3.0
ADILABAD,ADILABAD,JAINATH,JAINATH,DEEPAIGUDA,4,COTTAGES,1,0,0,5.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,PINAPAKA <P>,4,COTTAGES,1,1,27,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,SARJETPALLY,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,SEETHAMPETA <P>,4,COTTAGES,2,1,20,2.67
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,GUNDALA,4,COTTAGES,2,2,195,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,4,COTTAGES,36,33,4420,113.15
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,BHOOPALPALLY,4,COTTAGES,19,18,1786,66.64
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,JANGEDU,4,COTTAGES,7,6,168,21.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,RANGAPUR III,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,TOKKUGUDEM <P>,4,COTTAGES,1,0,0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,UPPAKA,4,COTTAGES,1,1,103,2.6
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,KASIMPALLI(JANGED),4,COTTAGES,3,2,10,15.22
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,KRISHNACOLONY,4,COTTAGES,1,1,68,2.7
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,MAHABOOBPALLY,4,COTTAGES,1,1,53,2.66
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,MANZOORNAGAR,4,COTTAGES,1,1,66,8.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,PULLURI RAMAIAHPALLY,4,COTTAGES,1,1,58,6.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,SIGGAMPALLI-JANGED,4,COTTAGES,1,1,65,5.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,GARIMILLAPALLI,4,COTTAGES,1,1,30,3.05
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,VEPALA GADDA-KR,4,COTTAGES,2,0,0,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,BOMMANA PALLY-TP,4,COTTAGES,1,1,82,1.2
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,VINAYAKAPURAM,ASUPAKA,4,COTTAGES,1,1,42,1.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,LAXMIDEVIPALLY,L D PALLY-URBAN,4,COTTAGES,5,3,56,14.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,POLARAM-YR,4,COTTAGES,6,6,83,30.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,ROMPEDU-YR,4,COTTAGES,1,1,298,6.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,S S N PURAM-YR,4,COTTAGES,14,13,1029,71.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,POSUGUDEM,4,COTTAGES,3,3,59,7.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,AMBATPALLI,4,COTTAGES,1,1,62,0.12
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,ANNARAM,4,COTTAGES,1,1,0,2.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,BEGLOOR,4,COTTAGES,1,1,13,2.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,BOMMAPOOR,4,COTTAGES,5,5,101,10.0
BHUPALAPALLY,MULUGU,MULUG,LAXMIDEVPET,VENKATAPOOR,4,COTTAGES,1,1,0,5.0
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,ABBAPOOR,4,COTTAGES,1,1,53,3.0
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,YAPALGUDA,4,COTTAGES,1,0,0,3.0
ADILABAD,ADILABAD,ADILABAD TOWN,MAVALA,BHATTISAVARGOAN,4,COTTAGES,2,0,0,5.0
ADILABAD,ADILABAD,ADILABAD TOWN,MAVALA,MAVALA,4,COTTAGES,1,1,0,4.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,CHANDRUGONDA,THUNGARAM-CG,4,COTTAGES,1,1,0,2.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,CHANDRUGONDA,VENKATEYA THANDA-CG,4,COTTAGES,1,1,12,2.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,LAXMIDEVIPALLY,REGALLA-KR,4,COTTAGES,6,5,34,17.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,VEERA PURAM-YR,4,COTTAGES,1,1,0,4.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,ASWARAOPET,ASWARAOPETA,4,COTTAGES,11,9,339,19.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,S.R.PURAM-MP,4,COTTAGES,1,1,84,3.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,TIMMAPET,4,COTTAGES,1,0,0,3.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,MAHADEVPUR,4,COTTAGES,5,4,493,12.42
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,MALLAMPALLY,4,COTTAGES,1,1,66,2.0
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,MD GOUSEPALLI,4,COTTAGES,2,2,55,4.0
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,RAMACHANDRAPUR,4,COTTAGES,1,1,0,3.0
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,BHEEMDEVARAPALLY,4,COTTAGES,1,1,8,1.7
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,KOPPUR,4,COTTAGES,6,0,0,152.44
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,KOTHAPALLY,4,COTTAGES,1,1,41,1.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,BANDARUGUDEM,4,COTTAGES,19,18,591,45.28
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,EGGIDIGUDEM,4,COTTAGES,3,0,0,7.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,IPPALA SINGARAM,4,COTTAGES,5,5,200,10.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,GUNDE PUDI-JP,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,ANJANEYA PALEM-TP,4,COTTAGES,2,2,89,10.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA RURAL,BANDRUGONDA,4,COTTAGES,2,2,43,5.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,RANGAIAHPALLI-REGOND,4,COTTAGES,21,0,0,12.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,REPAKA,4,COTTAGES,1,1,0,5.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,SURARAM,4,COTTAGES,3,1,35,7.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,BOGGULAPALLY,4,COTTAGES,2,2,56,4.0
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,SREERAMULAPALLI,4,COTTAGES,4,4,50,12.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,BANDARUPALLY,4,COTTAGES,1,1,18,3.0
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,MANIKYAPUR,4,COTTAGES,1,0,0,1.0
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,MULKANOOR,4,COTTAGES,19,12,476,59.6
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,RANGAIAHPALLY,4,COTTAGES,1,0,0,0.75
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,VANGARA,4,COTTAGES,7,0,0,79.2
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,PULIKUNTA,4,COTTAGES,2,2,0,10.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,MALLARAM,4,COTTAGES,5,5,143,14.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,MALLEPALLI,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,MANUGURU,4,COTTAGES,19,13,681,54.27
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,PAGIDERU,4,COTTAGES,1,1,54,2.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,JULOOR PAD,4,COTTAGES,1,1,29,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,KAKARLA-JP,4,COTTAGES,1,1,4,2.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,MANGALI THANDA - TP,4,COTTAGES,1,1,69,4.68
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,ASWARAOPET,VOOTALAPALLY,4,COTTAGES,1,1,3221,6.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,DAMMAPETA,ANKAMPALEM,4,COTTAGES,1,1,39,2.24
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA RURAL,JAGANNDHAPURAM (P),4,COTTAGES,2,2,112,8.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA RURAL,KESHAVAPURAM,4,COTTAGES,1,0,0,2.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA RURAL,KODIPUNJULAWAGU,4,COTTAGES,2,2,66,6.5
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,CHITYAL,ANDUKUTHANDA,4,COTTAGES,1,1,1,2.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,MEENAJIPET,4,COTTAGES,5,5,56,17.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,JANGALAPALLI,4,COTTAGES,1,1,445,15.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,MULUGU,4,COTTAGES,4,3,284,13.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,RAMANUJARAM,4,COTTAGES,4,4,315,10.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,S.SINGARAM,4,COTTAGES,16,14,436,38.24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,SAMBAIHGUDEM,4,COTTAGES,1,1,103,3.0
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,NANDAGIRI,4,COTTAGES,1,1,283,5.0
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,NARSIMHAMPETA,4,COTTAGES,2,2,414,10.0
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,PEGADAPALLY,4,COTTAGES,11,6,379,36.43
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,GOLLAPALLE,4,COTTAGES,2,2,844,5.97
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,GURREGUDEM,4,COTTAGES,1,1,481,5.0
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,KONDAGATTU,4,COTTAGES,2,1,142,6.0
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,MADDUTLA,4,COTTAGES,2,1,236,8.0
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,NOOKAPALLY,4,COTTAGES,3,3,145,8.84
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,OBLAPOOR,4,COTTAGES,5,3,203,16.0
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,POTHARAM I,4,COTTAGES,5,1,262,10.3
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,RAJARAM,4,COTTAGES,3,2,1017,7.0
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,RAMANNAPET,4,COTTAGES,5,5,37,11.0
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),THATIKONDA,4,COTTAGES,1,1,12,2.0
JANGAON,GHANPUR,GHANPUR,RAJAVARAM,CHILPUR,4,COTTAGES,1,1,55,5.0
JANGAON,GHANPUR,GHANPUR,RAJAVARAM,CHINNAPENDIAL,4,COTTAGES,4,2,34,9.03
JANGAON,GHANPUR,GHANPUR,RAJAVARAM,D THANDA H/O R.VARAM,4,COTTAGES,1,0,0,1.5
JANGAON,GHANPUR,GHANPUR,RAJAVARAM,KRISHNAJIGUDEM,4,COTTAGES,1,1,0,9.0
JANGAON,GHANPUR,GHANPUR,RAJAVARAM,MALKAPUR,4,COTTAGES,3,3,486,6.33
JANGAON,JANGAON,DEVARUPPALA,LINGALA GHANPUR,WADDICHERLA,4,COTTAGES,1,1,653,4.24
JANGAON,JANGAON,DEVARUPPALA,LINGALA GHANPUR,WANAPARTHY,4,COTTAGES,2,1,14,4.0
JANGAON,JANGAON,DEVARUPPALA,SINGARAJPALLE,CHOWDUR,4,COTTAGES,1,1,6,4.34
JANGAON,JANGAON,DEVARUPPALA,SINGARAJPALLE,KOLKONDA,4,COTTAGES,3,3,333,11.0
JANGAON,JANGAON,JANGAON,JANGAON TOWN-II,DHARMAKANCHA,4,COTTAGES,13,11,1314,58.73
JANGAON,JANGAON,JANGAON,JANGAON TOWN-II,GANESHWADA,4,COTTAGES,3,1,131,14.8
JANGAON,JANGAON,JANGAON,JANGAON TOWN-II,NEW COLLECTORATE,4,COTTAGES,2,2,279,15.0
JANGAON,JANGAON,JANGAON,PADAMATI KESHAVAPUR,KONNE,4,COTTAGES,4,2,343,20.0
JANGAON,JANGAON,JANGAON,PADAMATI KESHAVAPUR,LINGAMPALLI,4,COTTAGES,13,10,1637,65.0
JANGAON,JANGAON,JANGAON,PADAMATI KESHAVAPUR,MANSANPALLI,4,COTTAGES,1,0,0,5.0
JANGAON,JANGAON,JANGAON,PADAMATI KESHAVAPUR,PADAMATI KESHAVAPUR,4,COTTAGES,4,1,20,14.0
JANGAON,JANGAON,JANGAON,PADAMATI KESHAVAPUR,RAMCHANDRAPUR,4,COTTAGES,1,0,0,5.0
JANGAON,JANGAON,JANGAON,PEMBARTHY,OBULKESHAVAPUR,4,COTTAGES,1,1,205,5.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,SHAYAMPET,PEDDA KODEPAKA,4,COTTAGES,1,1,34,2.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,SHAYAMPET,PRAGATHI SINGARAM,4,COTTAGES,1,0,0,3.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,SHAYAMPET,SHAYAMPET,4,COTTAGES,19,12,1451,85.6
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,GOPALPUR,NGOs COLONY,4,COTTAGES,1,1,632,4.0
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,GOPALPUR,SARASWATHI NAGAR-II,4,COTTAGES,3,3,196,19.67
