Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,AMBATPALLI,4,COTTAGES,1,1,67,0.12
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,ANNARAM,4,COTTAGES,1,1,0,2.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,BEGLOOR,4,COTTAGES,1,1,29,2.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,BOMMAPOOR,4,COTTAGES,5,5,121,10.0
BHUPALAPALLY,MULUGU,MULUG,LAXMIDEVPET,VENKATAPOOR,4,COTTAGES,1,1,0,5.0
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,ABBAPOOR,4,COTTAGES,1,1,71,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,CHANDRUGONDA,RAVIKAM PADU-CG,4,COTTAGES,4,4,109,8.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,LAXMIDEVIPALLY,L D PALLY-URBAN,4,COTTAGES,5,3,72,14.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,POLARAM-YR,4,COTTAGES,6,6,148,30.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,ROMPEDU-YR,4,COTTAGES,1,1,484,6.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,POSUGUDEM,4,COTTAGES,3,3,56,7.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,MAHADEVPUR,4,COTTAGES,5,4,479,12.42
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,MALLAMPALLY,4,COTTAGES,1,1,75,2.0
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,MD GOUSEPALLI,4,COTTAGES,2,2,42,4.0
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,RAMACHANDRAPUR,4,COTTAGES,1,1,0,3.0
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,PULIKUNTA,4,COTTAGES,2,2,0,10.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,CHANDRUGONDA,THUNGARAM-CG,4,COTTAGES,1,1,0,2.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,CHANDRUGONDA,VENKATEYA THANDA-CG,4,COTTAGES,1,1,16,2.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,LAXMIDEVIPALLY,REGALLA-KR,4,COTTAGES,6,5,131,17.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,S S N PURAM-YR,4,COTTAGES,14,13,1567,71.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,VEERA PURAM-YR,4,COTTAGES,1,1,0,4.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,S.R.PURAM-MP,4,COTTAGES,1,1,109,3.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,RANGAIAHPALLI-REGOND,4,COTTAGES,21,0,0,12.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,REPAKA,4,COTTAGES,1,1,5000,5.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,SURARAM,4,COTTAGES,3,1,24,7.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,BOGGULAPALLY,4,COTTAGES,2,2,76,4.0
BHUPALAPALLY,MULUGU,MULUG,MALLAMPALLY,SREERAMULAPALLI,4,COTTAGES,4,4,76,12.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,BANDARUPALLY,4,COTTAGES,1,1,25,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,BANDARUGUDEM,4,COTTAGES,19,18,444,45.28
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,EGGIDIGUDEM,4,COTTAGES,3,0,0,7.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,GUNDE PUDI-JP,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,ANJANEYA PALEM-TP,4,COTTAGES,2,2,142,10.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,ASWARAOPET,ASWARAOPETA,4,COTTAGES,11,8,463,19.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,TIMMAPET,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA RURAL,BANDRUGONDA,4,COTTAGES,2,2,51,5.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,CHINDNEPALLY,4,COTTAGES,1,1,50,3.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,DAMERAKUNTA,4,COTTAGES,5,5,208,10.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,GANGARAM,4,COTTAGES,4,4,209,8.0
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,CHANDA (T),4,COTTAGES,1,0,0,10.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),BALHAN POOR,4,COTTAGES,1,0,0,5.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,4,COTTAGES,12,10,1086,28.55
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,ANJANAPURAM,4,COTTAGES,3,3,202,7.5
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,AMEDRA,4,COTTAGES,1,1,0,4.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM - SOUTH,A P H BASTI-BS,4,COTTAGES,1,1,148,4.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM - SOUTH,KTDM BAZAR SOUTH-BS,4,COTTAGES,4,0,0,11.01
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM - SOUTH,SHESHAGIRI NAGAR-KR,4,COTTAGES,1,1,19,2.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,SETTYPALY-GUN,4,COTTAGES,1,1,49,3.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),BASVARAJ PALLY,4,COTTAGES,1,1,0,2.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),BUDDARAM,4,COTTAGES,1,1,0,3.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),CHELPUR,4,COTTAGES,6,6,130,18.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),DHARMARAOPET,4,COTTAGES,1,1,4,3.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,GAREPALLY,4,COTTAGES,3,3,64,13.192
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,GUMMALLAPALLY,4,COTTAGES,1,1,40,2.18
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,KATARAM,4,COTTAGES,2,1,224,10.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,MAIDIPALLY,4,COTTAGES,1,1,25,3.0
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,JAMDHAPUR,4,COTTAGES,1,0,0,3.0
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD - RURAL,LAANDSANGVI,4,COTTAGES,3,0,0,9.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,LAKSHMIPURAM,4,COTTAGES,3,3,74,10.24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,M P BANJARA,4,COTTAGES,9,7,118,18.84
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,NAKRIPETA,4,COTTAGES,1,1,54,2.28
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,PINAPAKA (B),4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,4,COTTAGES,11,2,83,16.95
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,CHINTRYALA COLONY,4,COTTAGES,1,1,78,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,ANNAPUREDDYPALLY,ANNAPAREDDY PALLI,4,COTTAGES,1,1,63,2.68
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,4,COTTAGES,6,5,1129,29.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,VINAYAKAPURAM,VINAYAKAPURAM,4,COTTAGES,3,3,313,4.24
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),GANDHINAGAR,4,COTTAGES,2,2,115,12.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),GHANPUR,4,COTTAGES,2,2,10,8.64
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),GOLLAPALLY(DPET),4,COTTAGES,1,1,27,6.3
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),KARKAPALLY,4,COTTAGES,2,2,7,6.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,ODIPILAVANCHA,4,COTTAGES,2,2,79,4.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,POTHULVAI,4,COTTAGES,1,1,66,2.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,RAGHUPALLY,4,COTTAGES,1,1,11,2.0
BHUPALAPALLY,MULUGU,MULUG,LAXMIDEVPET,ELUTHURLAPALLY,4,COTTAGES,1,1,8,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,UPPUSAKA,4,COTTAGES,2,2,736,8.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,GOLLAGUDEM,4,COTTAGES,1,0,0,4.5
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,GONDIGUDEM,4,COTTAGES,1,0,0,0.18
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,KOMMUGUDEM,4,COTTAGES,1,0,0,0.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,ANNAPUREDDYPALLY,NARASAPURAM,4,COTTAGES,2,2,24,3.82
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,ANNAPUREDDYPALLY,P R GUDEM,4,COTTAGES,2,2,19,4.8
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,ANNAPUREDDYPALLY,TELAZERLA,4,COTTAGES,1,1,13,2.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,SULA NAGAR-TP,4,COTTAGES,2,2,100,6.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,C ODDUGUDEM-YR,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,CHALLA SAMUDRAM-YR,4,COTTAGES,4,0,0,8.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,K MANIKYARAM-YR,4,COTTAGES,2,1,0,9.02
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,CHAPARALAPALLI,4,COTTAGES,1,1,20,2.24
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,CHINTALAPADU,4,COTTAGES,1,1,25,2.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),MYLARAM,4,COTTAGES,1,1,35,10.22
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),NAGARAMPALLY(D.PET),4,COTTAGES,1,1,5,3.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,GHANPUR (MULUG),VENKATESHWARLAPALLY,4,COTTAGES,1,1,4,3.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KOYYUR,ANSANPALLY,4,COTTAGES,1,1,18,2.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KOYYUR,EDLAPALLY,4,COTTAGES,3,3,21,6.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KOYYUR,GADAMPALLY,4,COTTAGES,3,3,18,7.0
BHUPALAPALLY,MULUGU,MULUG,LAXMIDEVPET,LAXMIDEVIPET,4,COTTAGES,3,3,259,14.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,SARAPAKA,NAGINENIPROLU,4,COTTAGES,3,2,29,8.9
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,SARAPAKA,SARAPAKA,4,COTTAGES,3,3,56,7.24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,SARAPAKA,TALLAGUMMURU,4,COTTAGES,3,3,117,9.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,MITTAGUDEM,4,COTTAGES,2,0,0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,MONDIKUNTA,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,4,COTTAGES,9,8,725,32.67
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,DAMMAPETA,PATWARIGUDEM,4,COTTAGES,10,10,551,28.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN,PALONCHA,4,COTTAGES,22,18,3045,50.93
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN,PETACHERUVU,4,COTTAGES,1,1,97,8.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,ISSIPET,4,COTTAGES,2,2,252,11.5
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,METPALLI,4,COTTAGES,1,1,9,2.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,MOGULLAPALLI,4,COTTAGES,2,1,0,7.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,MOTLAPALLI,4,COTTAGES,1,1,49,1.88
BHUPALAPALLY,BHUPALAPALLY,KATARAM,PALIMELA,PANKENA,4,COTTAGES,4,4,18,7.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,PALIMELA,SARVAIPETA,4,COTTAGES,3,3,9,12.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,AKULAVARIGHANPUR,4,COTTAGES,1,1,4,4.0
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,BHEEMDEVARAPALLY,4,COTTAGES,1,1,8,1.7
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,JANAMPET,4,COTTAGES,5,5,482,11.26
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,BETHAMPUDI-KR,4,COTTAGES,1,1,32,2.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,ALLA PALLY-GUN,4,COTTAGES,1,1,52,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,DAMMAPETA,SUDAPALLY,4,COTTAGES,1,1,47,4.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,4,COTTAGES,36,33,5856,113.15
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,BHOOPALPALLY,4,COTTAGES,19,16,2110,66.64
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,RANGAPUR III,4,COTTAGES,1,0,0,3.0
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,KOPPUR,4,COTTAGES,6,0,0,152.44
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,KOTHAPALLY,4,COTTAGES,1,1,41,1.0
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,MANIKYAPUR,4,COTTAGES,1,0,0,1.0
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,MULKANOOR,4,COTTAGES,19,12,527,59.6
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,RANGAIAHPALLY,4,COTTAGES,1,0,0,0.75
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,VANGARA,4,COTTAGES,7,0,0,79.2
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,PINAPAKA <P>,4,COTTAGES,1,1,84,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,SARJETPALLY,4,COTTAGES,1,0,0,3.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,GUNDALA,4,COTTAGES,2,2,182,5.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,JANGEDU,4,COTTAGES,7,5,218,21.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,KASIMPALLI(JANGED),4,COTTAGES,3,2,13,15.22
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,KRISHNACOLONY,4,COTTAGES,1,1,61,2.7
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,MAHABOOBPALLY,4,COTTAGES,1,1,41,2.66
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,MANZOORNAGAR,4,COTTAGES,1,1,77,8.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,PULLURI RAMAIAHPALLY,4,COTTAGES,1,1,71,6.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,GARIMILLAPALLI,4,COTTAGES,1,1,4,3.05
BHUPALAPALLY,MULUGU,MULUG,PASARA,PASRA,4,COTTAGES,6,5,174,7.88
ADILABAD,UTNOOR,UTNOOR,UTNOOR,LAKKARAM,4,COTTAGES,1,1,125,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,SEETHAMPETA <P>,4,COTTAGES,2,1,16,2.67
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,TOKKUGUDEM <P>,4,COTTAGES,1,0,0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,UPPAKA,4,COTTAGES,1,1,182,2.6
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,SIGGAMPALLI-JANGED,4,COTTAGES,1,1,60,5.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,AZAMNAGAR,4,COTTAGES,18,10,33,64.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,GORLAVEDU,4,COTTAGES,3,3,245,6.3
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,UMDAM,4,COTTAGES,1,0,0,1.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,VEPALA GADDA-KR,4,COTTAGES,2,0,0,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,VINAYAKAPURAM,ASUPAKA,4,COTTAGES,1,1,37,1.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,GOUPANIPALLY,4,COTTAGES,1,1,0,1.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,GURRAMPET,4,COTTAGES,1,0,0,5.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,KAMALAPUR,4,COTTAGES,1,1,17,3.0
